Última atualização: 18/01/2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Altitude;Operação;Designação;Comprimento;Largura;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link Portaria
SJSO;MT0217;Fazenda Divisão II;LUCAS DO RIO VERDE;Mato Grosso;"056°19'14,0""O";"12°58'13,0""S";414;VFR Diurna;18/36;1100;18;5400Kg / ,5 MPa;Cascalho;09/09/2021;PA2015-0416;https://pergamum.anac.gov.br/arquivos/PA2015-0416
SILG;MT0104;Fazenda Panamá;SAPEZAL;Mato Grosso;"058°44'50,0""O";"13°45'36,0""S";515;VFR Diurna;2/20;1100;25;5700Kg / ,5 MPa;Terra;27/03/2025;PA2015-0734;https://pergamum.anac.gov.br/arquivos/PA2015-0734
SWTD;MT0405;Fazenda Nova Agropecuária;NOVA BANDEIRANTES;Mato Grosso;"058°08'36,0""O";"09°17'43,0""S";221;VFR Diurna;7/25;1400;23;5700Kg / ,5 MPa;Cascalho;16/06/2027;PA2017-1781;https://pergamum.anac.gov.br/arquivos/PA2017-1781
SJUC;GO0087;Fazenda Santa Cruz;PADRE BERNARDO;Goiás;"048°12'23,0""O";"15°22'19,0""S";761;VFR Diurna;5/23;830;16;5700Kg / ,5 MPa;Asfalto;17/10/2026;PA2016-2565;https://pergamum.anac.gov.br/arquivos/PA2016-2565
SJMV;RR0080;Serra do Sol;UIRAMUTÃ;Roraima;"060°28'31,0""O";"04°56'33,0""N";756;VFR Diurna;12/30;1200;30;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2879;https://pergamum.anac.gov.br/arquivos/PA2012-2879
SWJR;MS0417;Fazenda Santa Rita;AQUIDAUANA;Mato Grosso do Sul;"055°31'12""O";"19°15'04,0""S";134;VFR Noturna;17/35;1200;18;5700Kg / ,5 MPa;Grama;;;
SNGR;PA0092;Gorotire;CUMARU DO NORTE;Pará;"051°08'02,0""O";"07°47'00,9""S";200;VFR Diurna;9/27;900;45;2500Kg / ,5 MPa;Grama;16/06/2026;PA2016-1483;https://pergamum.anac.gov.br/arquivos/PA2016-1483
SWHU;SP0276;Fazenda Izaura - Usina Cocal;RANCHARIA;São Paulo;"050°51'55,0""O";"22°30'24,0""S";470;VFR Diurna;12/30;1199;18;5700Kg / ,5 MPa;Asfalto;09/03/2025;PA2015-0585;https://pergamum.anac.gov.br/arquivos/PA2015-0585
SWHM;MS0376;Lobo Agropecuária;ALCINÓPOLIS;Mato Grosso do Sul;"053°39'46,0""O";"18°18'45,0""S";442;VFR Noturna;16/34;1200;18;7/F/C/Y/U;Asfalto;15/03/2027;PA2017-0654;https://pergamum.anac.gov.br/arquivos/PA2017-0654
SNZC;MS0241;Fazenda Cervinho;AQUIDAUANA;Mato Grosso do Sul;"055°37'31,0""O";"19°39'38,0""S";120;VFR Diurna;18/36;1000;18;5700Kg / ,5 MPa;Grama;27/11/2024;PA2014-2817;https://pergamum.anac.gov.br/arquivos/PA2014-2817
SSFV;MG0181;Fazenda Viveiros;PIRAPORA;Minas Gerais;"044°57'32,3""O";"17°29'12,2""S";501;VFR Diurna;5/23;1000;23;9/F/B/X/T;Asfalto;;;
SJVI;MS0491;Fazenda Carmen;CORUMBÁ;Mato Grosso do Sul;"056°19'46,0""O";"18°26'43,0""S";118;VFR Diurna;17/35;800;50;5600Kg / ,5 MPa;Grama;;;
SWLD;PI0052;Condomínio Milla ;BAIXA GRANDE DO RIBEIRO;Piauí;"045°14'50,0""O";"08°15'10,0""S";572;VFR Diurna;11/29;1200;20;5700Kg / ,5 MPa;Terra;12/06/2029;PA2019-1601;https://pergamum.anac.gov.br/arquivos/PA2019-1601
SSPV;MS0321;Fazenda Vera;ALCINÓPOLIS;Mato Grosso do Sul;"053°53'45,0""O";"17°56'58,0""S";350;VFR Diurna;11/29;1000;19;4800Kg / ,5 MPa;Grama;24/05/2028;PA2019-1679;https://pergamum.anac.gov.br/arquivos/PA2019-1679
SNZN;MS0242;Fazenda Naná Porã;SETE QUEDAS;Mato Grosso do Sul;"055°11'05,0""O";"23°50'16,2""S";405;VFR Diurna;2/20;600;18;5600Kg / ,5 MPa;Grama;06/11/2028;PA2018-3289;https://pergamum.anac.gov.br/arquivos/PA2018-3289
SNQF;MS0486;Fazenda Paraíso;INOCÊNCIA;Mato Grosso do Sul;"052°09'39,0""O";"19°55'24,0""S";431;VFR Diurna;9/27;950;18;5000Kg / ,5 MPa;Terra;08/11/2029;PA2019-3352;https://pergamum.anac.gov.br/arquivos/PA2019-3352
SIKU;MT0499;Fazenda Gaúcha do Norte;GAÚCHA DO NORTE;Mato Grosso;"052°58'51,0""O";"13°01'53,0""S";355;VFR Diurna;2/20;1200;20;5700Kg / ,5 MPa;Terra;23/04/2029;PA2019-2825;https://pergamum.anac.gov.br/arquivos/PA2019-2825
SIZD;SC0103;DZ47;TIJUCAS;Santa Catarina;"048°39'29,3""O";"27°17'16,9""S";2;VFR Diurna;12/30;700;18;5000Kg / ,5 MPa;Grama;12/12/2028;PA2018-3724;https://pergamum.anac.gov.br/arquivos/PA2018-3724
SSDN;PI0035;Fazenda Nova Fronteira ;MATEIROS;Tocantins;"045°59'03,0""O";"10°19'21,0""S";800;VFR Diurna;12/30;1050;20;5700Kg / ,5 MPa;Terra;18/09/2028;PA2018-2730;https://pergamum.anac.gov.br/arquivos/PA2018-2730
SSZY;MT0509;Fazenda Nascente;JACIARA;Mato Grosso;"055°05'48,0""O";"16°04'20,0""S";568;VFR Diurna;5/23;1000;25;5700Kg / ,5 MPa;Cascalho;12/06/2029;PA2019-1654;https://pergamum.anac.gov.br/arquivos/PA2019-1654
SNNQ;MT0508;Fazenda Mina de Ouro;PARANATINGA;Mato Grosso;"054°14'00,0""O";"14°07'53,0""S";573;VFR Diurna;12/30;800;18;5700Kg / ,5 MPa;Cascalho;12/06/2029;PA2019-1653;https://pergamum.anac.gov.br/arquivos/PA2019-1653
SSON;MS0315;Fazenda Joalice;TACURU;Mato Grosso do Sul;"055°01'29,0""O";"23°47'14,0""S";404;VFR Diurna;11/29;700;25;4500Kg / ,5 MPa;Grama;24/02/2022;PA2016-2142;https://pergamum.anac.gov.br/arquivos/PA2016-2142
SNFR;AM0037;Presidente Roosevelt;NOVO ARIPUANÃ;Amazonas;"060°58'21""O";"07°50'50,0""S";93;VFR Diurna;14/32;950;18;5700Kg / ,5 MPa;Terra;23/08/2026;PA2016-2145;https://pergamum.anac.gov.br/arquivos/PA2016-2145
SNFG;PA0089;Pista Fogoió;ITAITUBA;Pará;"057°31'13,0""O";"05°21'32,1""S";119;VFR Diurna;18/36;700;18;5000Kg / ,5 MPa;Terra;31/08/2026;PA2016-2295;https://pergamum.anac.gov.br/arquivos/PA2016-2295
SJHN;MS0422;Fazenda Meio Século;ITAQUIRAÍ;Mato Grosso do Sul;"054°11'10,0""O";"23°16'51,0""S";386;VFR Diurna;1/19;1150;23;5000Kg / ,5 MPa;Grama;01/04/2029;PA2019-0920;https://pergamum.anac.gov.br/arquivos/PA2019-0920
SIEH;SP1264;Fazenda Vô Chico;JALES;São Paulo;"050°36'45""O";"20°18'44,0""S";469;VFR Diurna;6/24;900;20;5500Kg / ,5 MPa;Terra;12/02/2030;PA2020-0268;https://pergamum.anac.gov.br/arquivos/PA2020-0268
SSKX;SE0004;SKYJU;ESTÂNCIA;Sergipe;"037°19'25,0""O";"11°25'19,0""S";3;VFR Diurna;13/31;500;18;1247Kg / ,5 MPa;Terra;27/09/2027;PA2017-3072;https://pergamum.anac.gov.br/arquivos/PA2017-3072
SDXI;MS0060;Cel Porto;CAMAPUÃ;Mato Grosso do Sul;"053°42'14,1""O";"19°08'20,6""S";545;VFR Diurna;14/32;800;18;5600Kg / ,5 MPa;Grama;22/10/2028;PA2018-3110;https://pergamum.anac.gov.br/arquivos/PA2018-3110
SNUM;MT0617;Fazenda Córrego Fundo;ÁGUA BOA;Mato Grosso;"052°41'39,0""O";"13°43'51,0""S";437;VFR Diurna;11/29;1000;20;5700Kg / ,5 MPa;Cascalho;24/10/2029;PA2019-3227;https://pergamum.anac.gov.br/arquivos/PA2019-3227
SIQR;MT0118;Fazenda Pioneira;QUERÊNCIA;Mato Grosso;"052°26'03,5""O";"12°06'10,3""S";333;VFR Diurna;7/25;1450;23;5700Kg / ,5 MPa;Cascalho;18/09/2028;PA2018-2812;https://pergamum.anac.gov.br/arquivos/PA2018-2812
SWTB;PR0195;Tarobá;SANTA TEREZINHA DE ITAIPU;Paraná;"054°29'07,0""O";"25°32'53,0""S";224;VFR Diurna;2/20;600;18;5600Kg / ,5 MPa;Grama;12/02/2030;PA2019-360;https://pergamum.anac.gov.br/arquivos/PA2019-360
SIZM;PR0054;MOCELIN II;DOIS VIZINHOS;Paraná;"053°04'04,0""O";"25°41'04,0""S";534;VFR Diurna;12/30;480;18;3000Kg / ,5 MPa;Grama;26/02/2028;PA2018-0577;https://pergamum.anac.gov.br/arquivos/PA2018-0577
SDTY;SP0149;Usina São Martinho;PRADÓPOLIS;São Paulo;"048°06'50,0""O";"21°23'23,9""S";532;VFR Noturna;13/31;1600;30;9/F/B/X/T;Asfalto;14/08/2024;PA2014-1896;https://pergamum.anac.gov.br/arquivos/PA2014-1896
SNRC;MS0227;Fazenda Recanto;ALCINÓPOLIS;Mato Grosso do Sul;"054°00'41,0""O";"18°00'25,0""S";333;VFR Diurna;12/30;800;20;5200Kg / ,5 MPa;Grama;10/04/2024;PA2014-0873;https://pergamum.anac.gov.br/arquivos/PA2014-0873
SIRD;RS0067;Gaelo;CHARQUEADAS;Rio Grande do Sul;"051°37'13,0""O";"29°58'33,0""S";26;VFR Diurna;7/25;577;18;5700Kg / ,5 MPa;Terra;18/11/2025;PA2015-3045;https://pergamum.anac.gov.br/arquivos/PA2015-3045
SWRU;PA0244;Grupo Rotta;NOVO PROGRESSO;Pará;"055°48'19,0""O";"07°09'05,0""S";254;VFR Diurna;1/19;850;18;5700Kg / ,5 MPa;Cascalho;;;
SDPA;RJ0016;Fazenda Portobello;MANGARATIBA;Rio de Janeiro;"044°04'48""O";"22°55'39,0""S";6;VFR Diurna;3/21;900;30;24/F/A/Y/T;Asfalto;;;
SIPB;MA0024;CAVU - Clube de Aviação Desportiva;RAPOSA;Maranhão;"044°07'11,0""O";"02°26'53,0""S";33;VFR Diurna;9/27;400;18;5000Kg / ,5 MPa;Cascalho;09/09/2023;PA2019-3034;https://pergamum.anac.gov.br/arquivos/PA2019-3034
SNFN;SP0227;Fazenda Santa Fé;JARDINÓPOLIS;São Paulo;"047°52'05,0""O";"20°56'15,0""S";530;VFR Diurna;2/20;1000;30;5600Kg / ,5 MPa;Grama;14/10/2024;PA2014-2397;https://pergamum.anac.gov.br/arquivos/PA2014-2397
SJLC;RR0047;Hakoma;ALTO ALEGRE;Roraima;"063°34'03,0""O";"02°43'12,0""N";363;VFR Diurna;12/30;600;30;3000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2847;https://pergamum.anac.gov.br/arquivos/PA2012-2847
SWGC;MS0375;Agricenter;PONTA PORÃ;Mato Grosso do Sul;"055°34'31,0""O";"22°37'31,0""S";632;VFR Diurna;18/36;1000;30;5700Kg / ,5 MPa;Cascalho;29/11/2022;PA2012-2580;https://pergamum.anac.gov.br/arquivos/PA2012-2580
SWZA;MT0443;Agrosan;JUARA;Mato Grosso;"058°07'02,0""O";"11°23'49,0""S";317;VFR Diurna;1/19;1500;30;6/F/B/Y/U;Terra;28/11/2024;PA2014-2842;https://pergamum.anac.gov.br/arquivos/PA2014-2842
SSSL;PR0089;Fazenda Santa Luzia;ALTO PARAÍSO;Paraná;"053°47'10,0""O";"23°29'06,0""S";375;VFR Diurna;1/19;800;18;5700Kg / ,5 MPa;Grama;05/09/2028;PA2018-2684;https://pergamum.anac.gov.br/arquivos/PA2018-2684
SWHD;MS0419;Fazenda Ipuitã;NAVIRAÍ;Mato Grosso do Sul;"053°54'04,3""O";"23°01'19,3""S";324;VFR Diurna;2/20;1198;23;5700Kg / ,5 MPa;Grama;14/08/2029;PA2019-2365;https://pergamum.anac.gov.br/arquivos/PA2019-2365
SSFW;BA0157;Fazenda Progresso;MUCUGÊ;Bahia;"041°30'26,0""O";"13°09'26,0""S";1170;VFR Noturna;7/25;1240;20;5700Kg / ,63 MPa;Asfalto;;;
SIUR;MS0133;Fazenda Ribeirão;CAMAPUÃ;Mato Grosso do Sul;"053°29'47,0""O";"19°36'35,0""S";451;VFR Diurna;14/32;550;18;4500Kg / ,5 MPa;Terra;05/12/2023;PA2019-0511;https://pergamum.anac.gov.br/arquivos/PA2019-0511
SSZS;MT0324;Fazenda Sucupira;VILA RICA;Mato Grosso;"051°48'34,0""O";"10°01'36,0""S";300;VFR Diurna;1/19;1200;18;5700Kg / ,5 MPa;Cascalho;25/05/2026;PA2016-1276;https://pergamum.anac.gov.br/arquivos/PA2016-1276
SSSR;BA0163;Fazenda Serrana;SÃO DESIDÉRIO;Bahia;"046°00'07,0""O";"12°59'57,0""S";846;VFR Diurna;7/25;1000;20;5000Kg / ,5 MPa;Cascalho;03/11/2027;PA2017-3529;https://pergamum.anac.gov.br/arquivos/PA2017-3529
SJPC;MT0204;Fazenda Paredão;COMODORO;Mato Grosso;"060°17'02,0""O";"13°37'56,0""S";237;VFR Diurna;17/35;1000;18;5700Kg / ,5 MPa;Cascalho;06/11/2024;PA2014-2607;https://pergamum.anac.gov.br/arquivos/PA2014-2607
SIBJ;MG0090;Fazenda Retiro do Bom Fim;IPIAÇU;Minas Gerais;"049°59'13,0""O";"18°40'51,0""S";427;VFR Diurna;9/27;1100;20;5000Kg / ,5 MPa;Terra;;;
SJFY;MT0171;Fazenda Flamingo;CAMPO NOVO DO PARECIS;Mato Grosso;"057°56'41,0""O";"13°51'05,0""S";599;VFR Diurna;4/22;1000;18;5600Kg / ,5 MPa;Cascalho;31/08/2026;PA2016-2306;https://pergamum.anac.gov.br/arquivos/PA2016-2306
SNFS;BA0136;Fazenda Barcelona V;RIACHÃO DAS NEVES;Bahia;"046°01'43,0""O";"11°35'59,0""S";808;VFR Diurna;7/25;1300;18;5700Kg / ,5 MPa;Cascalho;11/08/2027;PA2017-2588;https://pergamum.anac.gov.br/arquivos/PA2017-2588
SDNQ;AC0006;Fazenda Água Limpa;SENADOR GUIOMARD;Acre;"067°29'28,0""O";"09°58'50,0""S";197;VFR Noturna;11/29;950;18;8/F/B/Y/U;Asfalto;05/10/2021;PA2017-1116;https://pergamum.anac.gov.br/arquivos/PA2017-1116
SJPU;PI0027;Clube de Ultraleves do Piauí;TERESINA;Piauí;"042°43'07,0""O";"05°01'53,0""S";140;VFR Diurna;1/19;250;15;2000Kg / ,5 MPa;Asfalto;06/07/2026;PA2016-1692;https://pergamum.anac.gov.br/arquivos/PA2016-1692
SIPE;PE0014;Itapessoca;GOIANA;Pernambuco;"034°51'24,6""O";"07°39'23,9""S";5;VFR Noturna;6/24;1433;30;11/F/B/X/T;Asfalto;;;
SJVU;MG0135;Maicom Manica;UNAÍ;Minas Gerais;"047°06'26,0""O";"16°38'40,0""S";615;VFR Diurna;9/27;650;18;5700Kg / ,5 MPa;Cascalho;28/03/2027;PA2017-0869;https://pergamum.anac.gov.br/arquivos/PA2017-0869
SWZL;GO0152;Base Aeroverde;RIO VERDE;Goiás;"050°58'06,7""O";"17°44'30,0""S";860;VFR Diurna;14/32;700;18;5600Kg / ,5 MPa;Cascalho;23/12/2025;PA2015-3389;https://pergamum.anac.gov.br/arquivos/PA2015-3389
SIJQ;MT0099;A2 Aviação Agrícola Ltda;ALTA FLORESTA;Mato Grosso;"055°59'43,0""O";"10°04'07,0""S";287;VFR Diurna;3/21;1000;20;5700Kg / ,5 MPa;Cascalho;16/12/2025;PA2015-3323;https://pergamum.anac.gov.br/arquivos/PA2015-3323
SSML;BA0160;Comandante Jorge Mello;BOM JESUS DA LAPA;Bahia;"043°38'07,9""O";"13°11'48,4""S";453;VFR Diurna;1/19;1000;18;5700Kg / ,5 MPa;Piçarra;01/03/2026;PA2016-0434;https://pergamum.anac.gov.br/arquivos/PA2016-0434
SWSU;MS0394;Fazenda Santa Umbelina;NAVIRAÍ;Mato Grosso do Sul;"053°49'46,0""O";"22°56'16,0""S";345;VFR Diurna;4/22;1199;23;5700Kg / ,5 MPa;Grama;06/04/2028;PA2018-1033;https://pergamum.anac.gov.br/arquivos/PA2018-1033
SWMT;PR0097;Chácara São Matheus;JAPURÁ;Paraná;"052°34'21""O";"23°29'06,0""S";441;VFR Diurna;11/29;700;18;5700Kg / ,5 MPa;Cascalho;27/09/2027;PA2017-3073;https://pergamum.anac.gov.br/arquivos/PA2017-3073
SDXD;BA0081;Fazenda Guará;JABORANDI;Bahia;"045°48'17,0""O";"14°38'23,0""S";855;VFR Noturna;7/25;900;18;5000Kg / ,5 MPa;Saibro;14/09/2025;PA2015-2390;https://pergamum.anac.gov.br/arquivos/PA2015-2390
SIRH;MS0124;Fazenda Morada da Lua;COXIM;Mato Grosso do Sul;"054°18'49,0""O";"18°16'01,9""S";442;VFR Diurna;4/22;1000;40;5700Kg / ,5 MPa;Grama;03/07/2023;PA2013-1684;https://pergamum.anac.gov.br/arquivos/PA2013-1684
SNWK;MT0275;Fazenda Santa Terezinha;PEDRA PRETA;Mato Grosso;"054°15'59,0""O";"16°40'28,0""S";220;VFR Diurna;15/33;800;40;5000Kg / ,5 MPa;Grama;09/09/2023;PA2013-2309;https://pergamum.anac.gov.br/arquivos/PA2013-2309
SJJF;AM0034;Pousada do Rio Roosevelt;NOVO ARIPUANÃ;Amazonas;"060°57'20,0""O";"08°29'42,0""S";102;VFR Diurna;5/23;700;18;4600Kg / ,5 MPa;Terra;;;
SJBZ;GO0068;Fazenda Três Barras;ITARUMÃ;Goiás;"051°06'36""O";"18°57'33,0""S";473;VFR Diurna;18/36;820;19;5700Kg / ,5 MPa;Terra;05/06/2024;PA2014-1290;https://pergamum.anac.gov.br/arquivos/PA2014-1290
SJGY;GO0075;Fazenda Barriguda;SÃO DOMINGOS;Goiás;"046°44'36,9""O";"13°42'30,1""S";456;VFR Diurna;11/29;800;30;5700Kg / ,5 MPa;Cascalho;05/12/2023;PA2013-3179;https://pergamum.anac.gov.br/arquivos/PA2013-3179
SNGV;MT0253;Fazenda Tanguru;QUERÊNCIA;Mato Grosso;"052°23'03,0""O";"12°43'37,0""S";345;VFR Diurna;18/36;1500;24;15/F/B/Y/U;Asfalto;25/01/2022;PA2015-2269;https://pergamum.anac.gov.br/arquivos/PA2015-2269
SIIK;MS0087;Fazenda Santa Lídia;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°41'16,3""O";"20°43'19,3""S";418;VFR Diurna;16/34;639;18;5700Kg / ,5 MPa;Grama;28/09/2022;PA2015-0071;https://pergamum.anac.gov.br/arquivos/PA2015-0071
SJMI;RR0069;Parafuri;ALTO ALEGRE;Roraima;"063°50'35,0""O";"03°17'17,0""N";606;VFR Diurna;8/26;600;30;3000Kg / ,5 MPa;Grama;28/12/2022;PA2012-2868;https://pergamum.anac.gov.br/arquivos/PA2012-2868
SJYR;RR0100;Cajú;UIRAMUTÃ;Roraima;"060°30'55,0""O";"04°42'21,0""N";242;VFR Diurna;12/30;600;20;4000Kg / ,5 MPa;Grama;28/12/2022;PA2012-2896;https://pergamum.anac.gov.br/arquivos/PA2012-2896
SJLT;RR0060;Milho;BOA VISTA;Roraima;"060°24'28,0""O";"03°23'08,0""N";109;VFR Diurna;9/27;600;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2859;https://pergamum.anac.gov.br/arquivos/PA2012-2859
SJLL;RR0053;Maturuca;UIRAMUTÃ;Roraima;"060°06'01,0""O";"04°27'39,0""N";455;VFR Diurna;8/26;650;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2853;https://pergamum.anac.gov.br/arquivos/PA2012-2853
SJLQ;RR0058;Maracanã;UIRAMUTÃ;Roraima;"060°01'01,1""O";"04°21'54,0""N";546;VFR Diurna;8/26;600;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2857;https://pergamum.anac.gov.br/arquivos/PA2012-2857
SJSA;MS0183;Fazenda Aimoré;JUTI;Mato Grosso do Sul;"054°35'29,9""O";"22°47'13,6""S";372;VFR Diurna;13/31;900;30;4800Kg / ,5 MPa;Grama;11/07/2022;PA2013-1470;https://pergamum.anac.gov.br/arquivos/PA2013-1470
SWDS;RO0046;Condomínio Aéreo Santos Dumont;JI-PARANÁ;Rondônia;"061°59'36,0""O";"10°57'14,0""S";194;VFR Diurna;14/32;800;18;5700Kg / ,5 MPa;Cascalho;30/11/2028;PA2018-3571;https://pergamum.anac.gov.br/arquivos/PA2018-3571
SNXS;MT0588;Agropecuária Lazarotto;TAPURAH;Mato Grosso;"056°37'27,0""O";"12°36'58,0""S";381;VFR Diurna;10/28;1000;20;5700Kg / ,5 MPa;Cascalho;24/10/2029;PA2019-3232;https://pergamum.anac.gov.br/arquivos/PA2019-3232
SWWZ;MT0482;Fazenda WSA;GENERAL CARNEIRO;Mato Grosso;"053°27'33,0""O";"15°23'01,0""S";522;VFR Diurna;17/35;1000;18;5700Kg / ,5 MPa;Cascalho;06/01/2030;PA2019-24;https://pergamum.anac.gov.br/arquivos/PA2019-24
SDRZ;MS0051;Fazenda Vó Zita do Rio Vermelho;CORUMBÁ;Mato Grosso do Sul;"056°52'52,0""O";"19°36'54,0""S";95;VFR Diurna;13/31;550;20;5000Kg / ,5 MPa;Grama;10/09/2028;PA2018-2723;https://pergamum.anac.gov.br/arquivos/PA2018-2723
SNET;MS0205;Fazenda Estrela;SIDROLÂNDIA;Mato Grosso do Sul;"055°12'58,0""O";"21°16'26,0""S";469;VFR Diurna;6/24;1200;25;5000Kg / ,5 MPa;Grama;04/07/2028;PA2018-1969;https://pergamum.anac.gov.br/arquivos/PA2018-1969
SDLR;AM0030;Luiz Ribeiro Maia;TAPAUÁ;Amazonas;"063°11'09,0""O";"05°38'10,0""S";51;VFR Diurna;4/22;1200;23;8/F/B/Y/U;Asfalto;17/10/2027;PA2017-3287;https://pergamum.anac.gov.br/arquivos/PA2017-3287
SSXA;MS0346;Asas do MS;FÁTIMA DO SUL;Mato Grosso do Sul;"054°33'30,0""O";"22°20'19,0""S";350;VFR Diurna;7/25;600;18;5000Kg / ,5 MPa;Grama;26/04/2028;PA2018-1284;https://pergamum.anac.gov.br/arquivos/PA2018-1284
SNUJ;MT0503;Fazenda São Francisco;INDIAVAÍ;Mato Grosso;"058°34'18,0""O";"15°20'50,0""S";310;VFR Diurna;13/31;700;18;5000Kg / ,5 MPa;Grama;02/05/2029;PA2019-1259;https://pergamum.anac.gov.br/arquivos/PA2019-1259
SSRL;MS0327;Fazenda Rancho Alegre;RIO VERDE DE MATO GROSSO;Mato Grosso do Sul;"055°14'47,0""O";"18°47'40,0""S";163;VFR Diurna;5/23;550;20;5000Kg / ,5 MPa;Grama;24/05/2028;PA2018-1511;https://pergamum.anac.gov.br/arquivos/PA2018-1511
SNQB;MT0605;FERMAP;SORRISO;Mato Grosso;"055°37'56,0""O";"12°33'32,0""S";379;VFR Diurna;18/36;700;18;5700Kg / ,5 MPa;Cascalho;20/11/2029;PA2019-3479;https://pergamum.anac.gov.br/arquivos/PA2019-3479
SNKT;MS0214;Fazenda Viçosa;NAVIRAÍ;Mato Grosso do Sul;"053°50'36,0""O";"23°08'15,0""S";295;VFR Diurna;3/21;650;30;5000Kg / ,5 MPa;Grama;05/09/2027;PA2017-2663;https://pergamum.anac.gov.br/arquivos/PA2017-2663
SSWU;RS0100;SEMENTES UMBU;SÃO LUIZ GONZAGA;Rio Grande do Sul;"054°44'36,0""O";"28°23'06,0""S";265;VFR Diurna;10/28;500;18;3000Kg / ,5 MPa;Grama;21/02/2028;PA2018-0541;https://pergamum.anac.gov.br/arquivos/PA2018-0541
SSZM;GO0113;MIGUEL RODRIGUES DE BARROS;EDÉIA;Goiás;"049°57'39,0""O";"17°18'23,0""S";567;VFR Diurna;9/27;1070;23;5700Kg / ,5 MPa;Asfalto;05/09/2028;PA2018-2633;https://pergamum.anac.gov.br/arquivos/PA2018-2633
SIAZ;MT0080;Fazenda Água Azul;CAMPO VERDE;Mato Grosso;"054°56'40,0""O";"15°15'35,0""S";702;VFR Diurna;3/21;1200;18;5700Kg / ,5 MPa;Cascalho;27/02/2028;PA2018-0579;https://pergamum.anac.gov.br/arquivos/PA2018-0579
SSCM;MS0258;Fazenda Caçadinha;RIO BRILHANTE;Mato Grosso do Sul;"054°47'46,0""O";"21°36'53,0""S";400;VFR Diurna;3/21;850;23;10/F/C/Y/U;Asfalto;27/06/2022;PA2014-0195;https://pergamum.anac.gov.br/arquivos/PA2014-0195
SSDS;MT0285;Fazenda Vale;TAPURAH;Mato Grosso;"056°11'46,0""O";"12°25'56,0""S";385;VFR Diurna;11/29;1100;18;5700Kg / ,5 MPa;Cascalho;04/07/2028;PA2018-1962;https://pergamum.anac.gov.br/arquivos/PA2018-1962
SDEV;MT0034;Fazenda Ventania;CAMPOS DE JÚLIO;Mato Grosso;"059°05'46,0""O";"13°08'46,0""S";530;VFR Diurna;14/32;900;18;5700Kg / ,5 MPa;Cascalho;10/09/2028;PA2018-2689;https://pergamum.anac.gov.br/arquivos/PA2018-2689
SWWX;MT0427;Posto de Proteção Ambiental São Joaquim;BARÃO DE MELGAÇO;Mato Grosso;"056°22'12""O";"16°44'46,0""S";131;VFR Diurna;1/19;800;18;3000Kg / ,5 MPa;Terra;20/08/2022;PA2012-1651;https://pergamum.anac.gov.br/arquivos/PA2012-1651
SIYX;MS0414;Fazenda Tereré;PORTO MURTINHO;Mato Grosso do Sul;"057°50'49,6""O";"21°20'30,2""S";84;VFR Diurna;14/32;1000;18;5600Kg / ,5 MPa;Terra;28/01/2029;PA2019-0175;https://pergamum.anac.gov.br/arquivos/PA2019-0175
SNAU;MA0034;Fazenda Americana;BARRA DO CORDA;Maranhão;"045°15'56,0""O";"05°37'07,0""S";163;VFR Diurna;11/29;800;18;3000Kg / ,5 MPa;Piçarra;08/02/2027;PA2017-0370;https://pergamum.anac.gov.br/arquivos/PA2017-0370
SSFU;PA0126;Antonio Furlaneto;DOM ELISEU;Pará;"047°35'55,0""O";"04°26'08,0""S";280;VFR Diurna;11/29;1000;18;3200Kg / ,5 MPa;Piçarra;24/01/2028;PA2018-0103;https://pergamum.anac.gov.br/arquivos/PA2018-0103
SNYK;MT0277;Isaias Luiz Pereira;NOVA UBIRATÃ;Mato Grosso;"055°14'23,0""O";"13°01'35,0""S";435;VFR Diurna;17/35;1000;20;5700Kg / ,5 MPa;Cascalho;21/09/2027;PA2017-3034;https://pergamum.anac.gov.br/arquivos/PA2017-3034
SDXS;MT0073;Projetar Aero Agrícola;JUARA;Mato Grosso;"057°29'38,0""O";"11°13'36,0""S";293;VFR Diurna;1/19;700;18;5700Kg / ,5 MPa;Cascalho;24/01/2028;PA2019-0319;https://pergamum.anac.gov.br/arquivos/PA2019-0319
SWFJ;MS0373;Fazenda Estrela;ANTÔNIO JOÃO;Mato Grosso do Sul;"055°47'49,0""O";"22°12'37,0""S";658;VFR Diurna;7/25;600;18;5000Kg / ,5 MPa;Grama;23/12/2025;PA2015-3384;https://pergamum.anac.gov.br/arquivos/PA2015-3384
SSSF;GO0201;Fazenda Frances;ACREÚNA;Goiás;"050°25'29,1""O";"17°18'48,2""S";601;VFR Diurna;3/21;1198;20;5600Kg / ,5 MPa;Terra;17/07/2029;PA2019-2064;https://pergamum.anac.gov.br/arquivos/PA2019-2064
